OverallQual,GrLivArea,GarageCars,ExterQual,GarageArea,BsmtQual,TotalBsmtSF,1stFlrSF,KitchenQual,FullBath,GarageFinish,TotRmsAbvGrd,YearBuilt,YearRemodAdd,MasVnrArea,SalePrice
5,1844,2,2,540,3,1844,1844,2,2,1,7,1969,1969,312.0,223000
5,1416,2,3,776,3,708,708,3,2,1,7,1968,1968,420.0,179900
5,1069,2,3,440,2,1069,1069,3,2,1,4,1977,1977,0.0,127500
5,848,2,2,420,2,848,848,2,1,0,3,2003,2003,170.0,136500
5,2201,2,2,432,2,697,1575,2,2,2,8,1966,1966,0.0,274970
4,1344,1,3,484,3,1024,1344,3,1,2,6,1958,1983,0.0,144000
5,1252,2,2,528,3,1252,1252,2,1,2,7,1959,1959,243.0,142000
6,2127,2,2,525,2,1223,1223,2,2,1,5,1994,1994,448.0,271000
4,1558,1,3,288,3,913,1048,3,1,2,6,1945,1950,0.0,140000
4,804,1,3,240,3,788,804,2,1,2,4,1940,1992,294.0,119000
5,1440,2,2,467,2,1440,1440,2,2,0,7,1981,1981,310.0,182900
4,1838,2,2,372,2,732,734,3,2,0,7,2005,2005,0.0,192140
5,958,2,3,440,2,958,958,3,2,1,5,1976,1976,0.0,143750
3,968,1,3,216,3,656,968,3,2,2,5,1927,2007,0.0,64500
5,1792,2,3,451,2,936,962,3,2,0,8,2000,2000,318.0,186500
4,1126,2,3,484,3,1126,1126,3,2,1,5,1977,1977,0.0,160000
5,1537,2,2,462,3,1319,1537,2,1,1,7,1962,2005,237.0,174000
3,864,2,3,528,3,864,864,3,1,2,5,1971,1971,0.0,120500
7,1932,3,0,774,0,1932,1932,0,2,0,7,2008,2008,426.0,394617
5,1236,2,3,923,3,912,1236,3,1,2,6,1957,1996,0.0,149700
6,1725,2,3,550,3,539,1040,3,2,1,6,1979,1979,96.0,197000
5,2555,2,3,672,0,588,1423,3,2,0,11,1922,1994,0.0,191000
5,848,2,2,420,2,848,848,2,1,1,3,2004,2004,147.0,149300
9,2007,3,0,812,0,1017,1026,0,2,0,10,2008,2008,160.0,310000
5,952,1,3,192,3,952,952,1,1,2,4,1916,1950,0.0,121000
6,1422,2,2,626,2,1422,1422,2,2,1,7,2004,2004,106.0,179600
5,913,1,3,240,3,814,913,3,1,2,6,1966,1966,0.0,129000
4,1188,1,3,312,3,1188,1188,3,1,2,6,1962,1962,189.0,157900
7,2090,2,2,556,2,1220,1220,2,2,1,8,1995,1996,438.0,240000
3,1346,1,3,384,1,560,796,3,1,2,6,1910,2000,0.0,112000
4,630,0,3,0,2,630,630,0,1,3,3,1970,1970,0.0,92000
4,1792,0,3,0,2,896,896,3,2,3,8,1974,1974,0.0,136000
7,1578,3,2,840,2,1573,1578,0,2,0,7,2008,2009,194.0,287090
4,1072,2,3,525,2,547,1072,3,1,0,5,2005,2005,80.0,145000
4,1140,0,3,0,2,1140,1140,3,1,3,6,2006,2006,0.0,84500
6,1221,2,2,400,2,1221,1221,2,2,1,6,2004,2005,0.0,185000
5,1647,2,3,460,2,953,953,3,2,1,7,1999,2000,0.0,175000
5,2073,2,3,500,2,1542,2073,3,2,2,7,1978,1988,119.0,210000
6,2340,1,0,252,3,1152,1188,2,2,1,9,1941,2006,0.0,266500
4,1078,1,3,240,3,1078,1078,2,1,2,5,1950,1996,0.0,142125
4,1256,1,2,276,3,1256,1256,3,1,0,6,1965,1965,0.0,147500
